minutes,taxi_count,sum
"['08.38.00', '08.39.00', '08.40.00', '08.41.00', '08.42.00', '08.43.00', '08.44.00', '08.45.00', '08.46.00', '08.47.00', '08.48.00', '08.49.00', '08.50.00', '08.51.00', '08.52.00', '08.53.00', '08.54.00']","[27, 32, 45, 38, 36, 38, 37, 48, 44, 41, 38, 37, 38, 48, 39, 28, 37]",17
"['08.56.00', '08.57.00']","[43, 34]",2
"['08.59.00', '09.00.00', '09.01.00', '09.02.00']","[31, 31, 36, 24]",4
"['09.05.00', '09.06.00']","[34, 31]",2
"['09.19.00', '09.20.00', '09.21.00']","[24, 23, 25]",3
"['09.23.00', '09.24.00']","[21, 19]",2
"['09.33.00', '09.34.00']","[23, 23]",2
"['09.47.00', '09.48.00']","[20, 20]",2
"['09.52.00', '09.53.00']","[19, 23]",2
"['10.21.00', '10.22.00', '10.23.00']","[23, 22, 24]",3
"['10.39.00', '10.40.00']","[28, 21]",2
"['10.42.00', '10.43.00', '10.44.00']","[24, 28, 22]",3
"['10.48.00', '10.49.00']","[20, 24]",2
"['10.55.00', '10.56.00', '10.57.00']","[29, 28, 30]",3
"['11.17.00', '11.18.00', '11.19.00']","[36, 31, 27]",3
"['11.23.00', '11.24.00']","[26, 28]",2
"['11.27.00', '11.28.00']","[34, 32]",2
"['11.30.00', '11.31.00']","[33, 23]",2
"['11.34.00', '11.35.00', '11.36.00', '11.37.00']","[35, 28, 33, 29]",4
"['11.43.00', '11.44.00', '11.45.00', '11.46.00']","[25, 19, 24, 37]",4
"['11.48.00', '11.49.00']","[35, 21]",2
"['11.51.00', '11.52.00', '11.53.00', '11.54.00', '11.55.00', '11.56.00']","[33, 26, 30, 32, 29, 23]",6
"['12.03.00', '12.04.00', '12.05.00', '12.06.00', '12.07.00', '12.08.00', '12.09.00']","[27, 32, 38, 24, 36, 29, 22]",7
"['12.11.00', '12.12.00']","[25, 31]",2
"['12.27.00', '12.28.00', '12.29.00', '12.30.00', '12.31.00']","[41, 17, 21, 20, 27]",5
"['12.40.00', '12.41.00', '12.42.00']","[29, 41, 27]",3
"['12.44.00', '12.45.00', '12.46.00', '12.47.00', '12.48.00']","[28, 33, 28, 28, 28]",5
"['12.50.00', '12.51.00', '12.52.00', '12.53.00', '12.54.00', '12.55.00']","[38, 44, 29, 43, 40, 35]",6
"['13.01.00', '13.02.00', '13.03.00', '13.04.00', '13.05.00', '13.06.00', '13.07.00', '13.08.00', '13.09.00', '13.10.00', '13.11.00', '13.12.00', '13.13.00', '13.14.00', '13.15.00', '13.16.00', '13.17.00', '13.18.00', '13.19.00', '13.20.00', '13.21.00', '13.22.00']","[40, 39, 54, 48, 36, 29, 44, 26, 32, 34, 54, 44, 60, 41, 36, 24, 39, 38, 20, 32, 30, 30]",22
"['13.26.00', '13.27.00']","[27, 39]",2
"['13.29.00', '13.30.00']","[45, 17]",2
"['13.34.00', '13.35.00', '13.36.00', '13.37.00', '13.38.00', '13.39.00', '13.40.00', '13.41.00']","[36, 21, 26, 45, 45, 26, 33, 29]",8
"['13.45.00', '13.46.00', '13.47.00']","[31, 26, 31]",3
"['14.04.00', '14.05.00', '14.06.00', '14.07.00']","[17, 25, 24, 26]",4
"['14.23.00', '14.24.00']","[26, 25]",2
"['14.32.00', '14.33.00']","[22, 21]",2
"['14.39.00', '14.40.00']","[27, 30]",2
"['14.42.00', '14.43.00']","[18, 29]",2
"['14.47.00', '14.48.00']","[27, 21]",2
"['14.53.00', '14.54.00', '14.55.00']","[18, 26, 22]",3
"['15.00.00', '15.01.00', '15.02.00']","[24, 28, 32]",3
"['15.08.00', '15.09.00', '15.10.00']","[17, 22, 25]",3
"['15.13.00', '15.14.00', '15.15.00', '15.16.00', '15.17.00']","[19, 24, 16, 23, 23]",5
"['15.19.00', '15.20.00']","[27, 23]",2
"['15.23.00', '15.24.00']","[29, 23]",2
"['15.31.00', '15.32.00', '15.33.00', '15.34.00', '15.35.00', '15.36.00', '15.37.00', '15.38.00', '15.39.00', '15.40.00']","[30, 25, 32, 39, 25, 35, 27, 30, 27, 21]",10
"['15.42.00', '15.43.00', '15.44.00']","[25, 33, 24]",3
"['17.22.00', '17.23.00', '17.24.00']","[29, 24, 21]",3
"['17.42.00', '17.43.00']","[19, 29]",2
"['17.52.00', '17.53.00', '17.54.00', '17.55.00']","[28, 31, 27, 19]",4
"['18.02.00', '18.03.00', '18.04.00']","[27, 37, 33]",3
"['18.10.00', '18.11.00']","[25, 27]",2
"['18.13.00', '18.14.00']","[27, 33]",2
"['18.19.00', '18.20.00']","[25, 22]",2
"['18.22.00', '18.23.00']","[27, 23]",2
"['18.26.00', '18.27.00', '18.28.00']","[23, 27, 17]",3
"['18.30.00', '18.31.00']","[25, 17]",2
"['18.42.00', '18.43.00', '18.44.00', '18.45.00', '18.46.00', '18.47.00', '18.48.00']","[30, 35, 14, 31, 29, 28, 20]",7
"['18.53.00', '18.54.00']","[20, 33]",2
"['19.31.00', '19.32.00']","[22, 23]",2
"['19.34.00', '19.35.00']","[32, 22]",2
"['19.42.00', '19.43.00', '19.44.00']","[29, 27, 21]",3
"['19.47.00', '19.48.00']","[24, 23]",2
"['20.14.00', '20.15.00']","[29, 22]",2
"['20.20.00', '20.21.00', '20.22.00', '20.23.00']","[24, 26, 24, 23]",4
"['20.27.00', '20.28.00', '20.29.00', '20.30.00', '20.31.00', '20.32.00']","[23, 28, 20, 19, 31, 26]",6
"['20.36.00', '20.37.00']","[27, 26]",2
"['20.42.00', '20.43.00', '20.44.00']","[30, 23, 22]",3
"['20.48.00', '20.49.00']","[17, 21]",2
"['20.51.00', '20.52.00']","[25, 26]",2
"['20.57.00', '20.58.00', '20.59.00']","[21, 39, 27]",3
"['21.02.00', '21.03.00', '21.04.00', '21.05.00']","[18, 31, 28, 18]",4
"['21.07.00', '21.08.00', '21.09.00', '21.10.00']","[37, 21, 22, 40]",4
"['21.12.00', '21.13.00', '21.14.00']","[21, 24, 35]",3
"['21.16.00', '21.17.00', '21.18.00', '21.19.00', '21.20.00']","[36, 35, 27, 27, 32]",5
"['21.22.00', '21.23.00', '21.24.00', '21.25.00']","[26, 21, 22, 16]",4
"['21.28.00', '21.29.00', '21.30.00', '21.31.00', '21.32.00']","[26, 24, 25, 24, 19]",5
"['21.38.00', '21.39.00']","[33, 20]",2
"['22.20.00', '22.21.00']","[29, 26]",2
"['22.31.00', '22.32.00']","[28, 25]",2
"['23.01.00', '23.02.00']","[22, 22]",2
"['23.12.00', '23.13.00']","[26, 16]",2
"['23.15.00', '23.16.00', '23.17.00']","[29, 17, 16]",3
"['23.19.00', '23.20.00', '23.21.00']","[27, 27, 25]",3
"['23.23.00', '23.24.00']","[32, 20]",2
"['23.26.00', '23.27.00']","[24, 23]",2
