minutes,taxi_count,sum
"['09.05.00', '09.06.00', '09.07.00', '09.08.00', '09.09.00', '09.10.00', '09.11.00', '09.12.00', '09.13.00', '09.14.00', '09.15.00', '09.16.00', '09.17.00']","[35, 27, 37, 31, 38, 38, 38, 26, 25, 18, 26, 32, 46]",13
"['09.19.00', '09.20.00']","[38, 28]",2
"['09.39.00', '09.40.00']","[23, 23]",2
"['10.04.00', '10.05.00']","[19, 19]",2
"['10.35.00', '10.36.00', '10.37.00', '10.38.00', '10.39.00', '10.40.00', '10.41.00', '10.42.00']","[25, 21, 22, 27, 26, 24, 20, 24]",8
"['10.44.00', '10.45.00', '10.46.00', '10.47.00', '10.48.00', '10.49.00', '10.50.00']","[27, 24, 23, 26, 29, 30, 29]",7
"['10.52.00', '10.53.00', '10.54.00', '10.55.00', '10.56.00', '10.57.00']","[40, 37, 37, 36, 34, 40]",6
"['10.59.00', '11.00.00', '11.01.00']","[40, 38, 40]",3
"['11.03.00', '11.04.00', '11.05.00', '11.06.00']","[37, 37, 51, 37]",4
"['11.15.00', '11.16.00', '11.17.00', '11.18.00', '11.19.00', '11.20.00', '11.21.00', '11.22.00', '11.23.00', '11.24.00', '11.25.00', '11.26.00']","[31, 44, 38, 30, 34, 44, 48, 37, 37, 35, 35, 31]",12
"['11.31.00', '11.32.00', '11.33.00', '11.34.00', '11.35.00', '11.36.00', '11.37.00', '11.38.00', '11.39.00', '11.40.00', '11.41.00', '11.42.00', '11.43.00', '11.44.00', '11.45.00', '11.46.00', '11.47.00', '11.48.00', '11.49.00', '11.50.00', '11.51.00']","[24, 33, 29, 33, 28, 51, 32, 35, 38, 44, 37, 37, 44, 33, 29, 32, 36, 30, 34, 35, 28]",21
"['11.53.00', '11.54.00', '11.55.00', '11.56.00', '11.57.00', '11.58.00', '11.59.00', '12.00.00', '12.01.00', '12.02.00', '12.03.00', '12.04.00', '12.05.00', '12.06.00', '12.07.00', '12.08.00', '12.09.00', '12.10.00', '12.11.00', '12.12.00', '12.13.00', '12.14.00', '12.15.00', '12.16.00', '12.17.00', '12.18.00']","[30, 37, 32, 38, 47, 56, 41, 42, 52, 42, 41, 40, 48, 51, 49, 46, 44, 18, 23, 40, 38, 35, 36, 37, 30, 30]",26
"['12.20.00', '12.21.00', '12.22.00', '12.23.00', '12.24.00', '12.25.00']","[40, 28, 25, 25, 28, 42]",6
"['12.28.00', '12.29.00', '12.30.00', '12.31.00']","[35, 38, 30, 33]",4
"['12.36.00', '12.37.00', '12.38.00', '12.39.00', '12.40.00', '12.41.00', '12.42.00', '12.43.00', '12.44.00', '12.45.00', '12.46.00', '12.47.00', '12.48.00']","[28, 43, 44, 51, 44, 39, 29, 41, 48, 37, 35, 29, 37]",13
"['12.50.00', '12.51.00', '12.52.00', '12.53.00', '12.54.00', '12.55.00', '12.56.00', '12.57.00', '12.58.00', '12.59.00', '13.00.00', '13.01.00', '13.02.00', '13.03.00', '13.04.00']","[44, 26, 25, 34, 25, 34, 31, 29, 32, 41, 34, 21, 41, 28, 24]",15
"['13.06.00', '13.07.00', '13.08.00', '13.09.00', '13.10.00', '13.11.00', '13.12.00', '13.13.00']","[28, 27, 26, 30, 30, 30, 31, 25]",8
"['14.51.00', '14.52.00']","[20, 30]",2
"['14.54.00', '14.55.00']","[36, 24]",2
"['15.14.00', '15.15.00']","[32, 31]",2
"['15.31.00', '15.32.00']","[21, 20]",2
"['17.07.00', '17.08.00']","[19, 25]",2
"['17.19.00', '17.20.00']","[19, 22]",2
"['17.30.00', '17.31.00']","[25, 25]",2
"['17.33.00', '17.34.00']","[21, 39]",2
"['17.37.00', '17.38.00']","[25, 22]",2
"['17.40.00', '17.41.00', '17.42.00', '17.43.00', '17.44.00', '17.45.00']","[28, 23, 32, 28, 25, 29]",6
"['17.50.00', '17.51.00']","[17, 16]",2
"['17.58.00', '17.59.00']","[18, 20]",2
"['18.04.00', '18.05.00']","[17, 15]",2
"['18.07.00', '18.08.00']","[20, 26]",2
"['18.11.00', '18.12.00', '18.13.00', '18.14.00', '18.15.00', '18.16.00', '18.17.00', '18.18.00', '18.19.00']","[18, 18, 21, 21, 23, 25, 23, 28, 24]",9
"['18.21.00', '18.22.00', '18.23.00', '18.24.00', '18.25.00']","[27, 22, 22, 18, 23]",5
"['18.28.00', '18.29.00', '18.30.00', '18.31.00']","[27, 25, 33, 21]",4
"['18.39.00', '18.40.00', '18.41.00', '18.42.00']","[18, 26, 22, 21]",4
"['18.50.00', '18.51.00']","[19, 19]",2
"['18.53.00', '18.54.00', '18.55.00', '18.56.00']","[28, 30, 23, 23]",4
"['19.19.00', '19.20.00', '19.21.00', '19.22.00', '19.23.00', '19.24.00']","[42, 28, 22, 18, 22, 19]",6
"['19.40.00', '19.41.00']","[20, 30]",2
"['19.54.00', '19.55.00']","[23, 23]",2
"['20.02.00', '20.03.00', '20.04.00', '20.05.00']","[25, 27, 27, 25]",4
"['20.14.00', '20.15.00']","[18, 19]",2
"['20.17.00', '20.18.00', '20.19.00', '20.20.00', '20.21.00', '20.22.00', '20.23.00', '20.24.00', '20.25.00', '20.26.00', '20.27.00', '20.28.00']","[28, 28, 28, 21, 25, 35, 31, 27, 28, 33, 36, 43]",12
"['20.30.00', '20.31.00', '20.32.00', '20.33.00']","[33, 20, 22, 25]",4
"['20.35.00', '20.36.00', '20.37.00', '20.38.00']","[16, 18, 28, 27]",4
"['20.42.00', '20.43.00']","[18, 19]",2
"['20.50.00', '20.51.00', '20.52.00']","[25, 17, 21]",3
"['20.56.00', '20.57.00', '20.58.00', '20.59.00']","[26, 23, 25, 25]",4
"['21.03.00', '21.04.00', '21.05.00', '21.06.00', '21.07.00', '21.08.00', '21.09.00']","[27, 27, 22, 27, 22, 27, 20]",7
"['21.11.00', '21.12.00', '21.13.00']","[22, 33, 25]",3
"['21.15.00', '21.16.00']","[26, 19]",2
"['21.23.00', '21.24.00', '21.25.00', '21.26.00']","[34, 23, 26, 24]",4
"['21.28.00', '21.29.00', '21.30.00']","[24, 24, 16]",3
"['21.37.00', '21.38.00', '21.39.00', '21.40.00', '21.41.00']","[25, 25, 35, 26, 25]",5
"['21.43.00', '21.44.00', '21.45.00', '21.46.00', '21.47.00', '21.48.00', '21.49.00', '21.50.00', '21.51.00', '21.52.00', '21.53.00', '21.54.00', '21.55.00', '21.56.00', '21.57.00', '21.58.00']","[28, 35, 36, 29, 33, 28, 28, 31, 25, 29, 28, 24, 27, 18, 17, 19]",16
"['22.01.00', '22.02.00', '22.03.00']","[28, 25, 26]",3
"['22.23.00', '22.24.00']","[30, 20]",2
"['22.33.00', '22.34.00']","[33, 20]",2
"['22.38.00', '22.39.00', '22.40.00', '22.41.00', '22.42.00', '22.43.00']","[23, 35, 29, 26, 33, 20]",6
"['22.45.00', '22.46.00']","[22, 27]",2
"['22.58.00', '22.59.00']","[20, 27]",2
"['23.06.00', '23.07.00']","[23, 22]",2
"['23.12.00', '23.13.00']","[21, 18]",2
"['23.24.00', '23.25.00']","[30, 16]",2
"['23.27.00', '23.28.00']","[19, 30]",2
"['23.30.00', '23.31.00', '23.32.00']","[34, 33, 33]",3
"['23.36.00', '23.37.00', '23.38.00', '23.39.00', '23.40.00', '23.41.00']","[27, 29, 30, 35, 30, 33]",6
"['23.43.00', '23.44.00']","[39, 46]",2
"['23.47.00', '23.48.00', '23.49.00', '23.50.00', '23.51.00', '23.52.00', '23.53.00', '23.54.00', '23.55.00', '23.56.00']","[42, 35, 39, 28, 37, 21, 19, 34, 30, 19]",10
